"id","age","gender","education","endline_vaccine_attitude","endline_vaccination_status","treatment"
4007,18,"Non-binary","Bachelor's Degree","Terrible","No","emotions"
4008,72,"Non-binary","Bachelor's Degree","Excellent","Yes","reason"
4010,67,"Female","Associate Degree","Terrible","No","emotions"
4011,18,"Male","High School","Okay","No","reason"
4012,18,"Male","Bachelor's Degree","Good","Yes","reason"
4013,40,"Non-binary","Bachelor's Degree","Bad","Yes","reason"
4014,43,"Non-binary","High School","Terrible","Yes","control group"
4015,37,"Female","Associate Degree","Good","Yes","reason"
4016,38,"Male","High School","Excellent","Yes","reason"
4017,29,"Non-binary","Associate Degree","Good","Yes","reason"
4019,28,"Non-binary","Graduate Degree","Good","No","emotions"
4021,32,"Non-binary","Graduate Degree","Okay","No","control group"
4022,24,"Female","High School","Bad","Yes","emotions"
4023,27,"Non-binary","Associate Degree","Okay","Yes","control group"
4024,18,"Male","Graduate Degree","Excellent","Yes","emotions"
4025,38,"Male","Bachelor's Degree","Bad","Yes","reason"
4026,43,"Male","Bachelor's Degree","Good","Yes","emotions"
4027,48,"Non-binary","Graduate Degree","Good","No","emotions"
4028,66,"Non-binary","Associate Degree","Good","No","reason"
4029,18,"Female","Associate Degree","Bad","Yes","control group"
4030,29,"Female","High School","Good","No","emotions"
4031,18,"Male","Associate Degree","Okay","Yes","control group"
4032,46,"Female","Associate Degree","Okay","Yes","control group"
4033,80,"Male","Associate Degree","Okay","Yes","control group"
4034,57,"Non-binary","Associate Degree","Okay","Yes","control group"
4036,66,"Non-binary","Bachelor's Degree","Excellent","No","reason"
4037,37,"Male","High School","Excellent","Yes","emotions"
4038,46,"Non-binary","Graduate Degree","Okay","No","control group"
4039,39,"Non-binary","Bachelor's Degree","Terrible","Yes","emotions"
4040,44,"Non-binary","Graduate Degree","Okay","No","control group"
4041,56,"Male","Associate Degree","Good","Yes","emotions"
4043,80,"Male","Associate Degree","Good","Yes","emotions"
4044,33,"Male","High School","Okay","Yes","reason"
4045,48,"Female","Bachelor's Degree","Excellent","Yes","emotions"
4046,80,"Male","Bachelor's Degree","Okay","Yes","reason"
4047,39,"Male","High School","Bad","Yes","reason"
4048,28,"Female","Bachelor's Degree","Excellent","Yes","emotions"
4049,80,"Non-binary","Associate Degree","Bad","Yes","reason"
4050,20,"Non-binary","Graduate Degree","Okay","Yes","control group"
4051,43,"Male","Bachelor's Degree","Excellent","Yes","emotions"
4052,31,"Female","Bachelor's Degree","Excellent","Yes","emotions"
4053,39,"Female","Graduate Degree","Okay","Yes","control group"
4054,36,"Male","Bachelor's Degree","Good","No","reason"
4055,20,"Male","High School","Good","Yes","reason"
4056,18,"Male","Associate Degree","Excellent","No","emotions"
4057,55,"Female","Bachelor's Degree","Good","Yes","control group"
4058,54,"Non-binary","Bachelor's Degree","Terrible","Yes","emotions"
4059,19,"Female","High School","Bad","No","reason"
4060,18,"Female","Graduate Degree","Okay","Yes","emotions"
4061,39,"Female","Bachelor's Degree","Excellent","Yes","reason"
4062,59,"Male","High School","Okay","Yes","control group"
4063,27,"Non-binary","Graduate Degree","Good","Yes","control group"
4064,27,"Female","Associate Degree","Terrible","No","reason"
4065,20,"Non-binary","Graduate Degree","Excellent","Yes","emotions"
4066,56,"Female","Graduate Degree","Excellent","Yes","reason"
4067,64,"Non-binary","Graduate Degree","Okay","No","control group"
4068,65,"Female","Associate Degree","Excellent","Yes","emotions"
4069,26,"Male","Graduate Degree","Terrible","Yes","reason"
4070,29,"Non-binary","Associate Degree","Good","Yes","emotions"
4071,42,"Male","Associate Degree","Okay","No","control group"
4072,61,"Male","High School","Bad","Yes","reason"
4073,50,"Male","Associate Degree","Okay","No","control group"
4074,30,"Male","Associate Degree","Excellent","Yes","emotions"
4075,53,"Female","Graduate Degree","Okay","No","control group"
4076,46,"Non-binary","Bachelor's Degree","Bad","Yes","control group"
4077,50,"Non-binary","Associate Degree","Good","Yes","control group"
4078,18,"Male","Bachelor's Degree","Okay","Yes","reason"
4079,39,"Male","Associate Degree","Okay","Yes","reason"
4080,44,"Non-binary","Bachelor's Degree","Excellent","Yes","emotions"
4081,21,"Non-binary","Associate Degree","Bad","Yes","emotions"
4082,49,"Female","Graduate Degree","Okay","Yes","control group"
4083,58,"Male","Associate Degree","Excellent","No","emotions"
4084,24,"Male","Associate Degree","Terrible","Yes","control group"
4085,44,"Female","Graduate Degree","Bad","No","emotions"
4086,18,"Female","High School","Okay","No","reason"
4087,47,"Female","Graduate Degree","Excellent","No","control group"
4088,38,"Female","High School","Good","Yes","reason"
4089,58,"Female","Bachelor's Degree","Excellent","Yes","reason"
4090,25,"Non-binary","Graduate Degree","Good","No","reason"
4091,57,"Female","High School","Terrible","No","control group"
4092,32,"Female","Bachelor's Degree","Bad","Yes","reason"
4093,39,"Female","Bachelor's Degree","Excellent","No","emotions"
4094,47,"Male","Associate Degree","Bad","No","control group"
4095,67,"Non-binary","Bachelor's Degree","Bad","Yes","control group"
4096,32,"Male","Bachelor's Degree","Bad","Yes","reason"
4097,54,"Male","Bachelor's Degree","Okay","Yes","control group"
4098,18,"Female","Associate Degree","Excellent","Yes","emotions"
4099,20,"Female","Associate Degree","Okay","Yes","reason"
4100,40,"Male","Associate Degree","Terrible","Yes","emotions"
4101,48,"Non-binary","Graduate Degree","Terrible","No","emotions"
4102,49,"Female","Graduate Degree","Terrible","No","control group"
4103,18,"Female","Graduate Degree","Okay","Yes","control group"
4104,33,"Male","Bachelor's Degree","Terrible","Yes","emotions"
4105,45,"Non-binary","Associate Degree","Okay","No","control group"
4107,52,"Non-binary","High School","Okay","Yes","control group"
4108,43,"Female","Bachelor's Degree","Good","No","reason"
4109,47,"Male","Graduate Degree","Excellent","Yes","emotions"
4110,50,"Male","Associate Degree","Terrible","Yes","control group"
4111,23,"Male","Associate Degree","Good","Yes","reason"
4112,53,"Non-binary","Associate Degree","Bad","Yes","reason"
4113,50,"Female","Associate Degree","Terrible","Yes","reason"
4115,18,"Male","High School","Okay","No","control group"
4116,55,"Non-binary","Graduate Degree","Okay","No","emotions"
4117,18,"Non-binary","Graduate Degree","Good","No","reason"
4118,18,"Male","Associate Degree","Terrible","Yes","emotions"
4119,31,"Non-binary","Bachelor's Degree","Excellent","No","control group"
4120,31,"Female","Associate Degree","Good","Yes","control group"
4121,31,"Female","Bachelor's Degree","Excellent","Yes","reason"
4123,18,"Female","High School","Bad","No","control group"
4124,43,"Male","Associate Degree","Bad","Yes","reason"
4125,18,"Male","Graduate Degree","Bad","Yes","control group"
4126,49,"Female","Bachelor's Degree","Excellent","No","emotions"
4127,35,"Female","Graduate Degree","Terrible","Yes","control group"
4128,51,"Male","Associate Degree","Good","Yes","emotions"
4130,18,"Non-binary","High School","Good","Yes","emotions"
4131,31,"Female","Graduate Degree","Excellent","Yes","emotions"
4132,50,"Female","Bachelor's Degree","Okay","Yes","reason"
4133,48,"Female","Bachelor's Degree","Excellent","Yes","emotions"
4134,60,"Female","Bachelor's Degree","Excellent","Yes","reason"
4135,54,"Non-binary","Associate Degree","Okay","Yes","control group"
4136,21,"Male","High School","Bad","Yes","reason"
4137,31,"Male","Bachelor's Degree","Terrible","Yes","emotions"
4138,65,"Female","Associate Degree","Excellent","No","reason"
4140,44,"Male","High School","Terrible","Yes","emotions"
4141,68,"Female","High School","Good","No","control group"
4142,50,"Non-binary","Associate Degree","Good","Yes","reason"
4143,27,"Male","Graduate Degree","Terrible","Yes","control group"
4144,70,"Male","Bachelor's Degree","Good","Yes","control group"
4145,80,"Male","High School","Good","No","control group"
4146,40,"Male","Graduate Degree","Excellent","Yes","control group"
4147,63,"Male","Bachelor's Degree","Excellent","Yes","reason"
4149,18,"Female","Bachelor's Degree","Good","Yes","emotions"
4150,36,"Male","Graduate Degree","Good","No","reason"
4151,18,"Non-binary","Associate Degree","Good","Yes","emotions"
4152,79,"Non-binary","Bachelor's Degree","Terrible","Yes","emotions"
4153,52,"Non-binary","Graduate Degree","Good","Yes","emotions"
4155,80,"Non-binary","Associate Degree","Excellent","Yes","emotions"
4156,32,"Non-binary","Graduate Degree","Bad","Yes","emotions"
4157,41,"Male","Bachelor's Degree","Terrible","Yes","emotions"
4158,37,"Male","Graduate Degree","Bad","Yes","emotions"
4159,41,"Female","Associate Degree","Excellent","No","reason"
4160,50,"Non-binary","Associate Degree","Bad","No","emotions"
4161,18,"Male","Bachelor's Degree","Good","Yes","reason"
4162,47,"Non-binary","Graduate Degree","Terrible","Yes","reason"
4163,18,"Male","Graduate Degree","Good","Yes","emotions"
4164,30,"Male","High School","Terrible","Yes","reason"
4165,39,"Female","Bachelor's Degree","Excellent","Yes","reason"
4166,18,"Female","Graduate Degree","Terrible","No","control group"
4167,40,"Female","Graduate Degree","Terrible","Yes","emotions"
4168,58,"Non-binary","Associate Degree","Okay","Yes","control group"
4170,25,"Male","Bachelor's Degree","Okay","Yes","emotions"
4171,54,"Non-binary","Bachelor's Degree","Good","Yes","emotions"
4172,32,"Male","Graduate Degree","Terrible","No","control group"
4173,69,"Male","Graduate Degree","Okay","Yes","reason"
4174,42,"Female","High School","Good","Yes","emotions"
4176,60,"Male","Bachelor's Degree","Bad","Yes","emotions"
4177,47,"Male","Bachelor's Degree","Terrible","Yes","emotions"
4178,28,"Female","Graduate Degree","Okay","Yes","control group"
4179,66,"Non-binary","Bachelor's Degree","Terrible","Yes","emotions"
4180,18,"Non-binary","Bachelor's Degree","Okay","Yes","reason"
4181,22,"Male","High School","Bad","No","emotions"
4182,30,"Female","High School","Excellent","No","emotions"
4184,39,"Male","Graduate Degree","Okay","Yes","reason"
4185,47,"Female","Bachelor's Degree","Excellent","Yes","reason"
4186,54,"Male","Associate Degree","Okay","Yes","emotions"
4187,34,"Male","Bachelor's Degree","Bad","No","control group"
4189,18,"Non-binary","Bachelor's Degree","Excellent","Yes","reason"
4190,18,"Non-binary","Associate Degree","Bad","Yes","reason"
4191,55,"Female","Bachelor's Degree","Good","Yes","emotions"
4192,43,"Male","Associate Degree","Bad","Yes","control group"
4193,45,"Non-binary","Associate Degree","Bad","Yes","control group"
4194,49,"Non-binary","Graduate Degree","Excellent","Yes","reason"
4195,30,"Non-binary","High School","Terrible","Yes","reason"
4196,28,"Non-binary","Bachelor's Degree","Excellent","No","emotions"
4197,40,"Non-binary","Graduate Degree","Good","Yes","control group"
4199,48,"Female","High School","Bad","Yes","reason"
4200,18,"Male","Associate Degree","Excellent","Yes","control group"
4201,18,"Male","High School","Terrible","No","reason"
4202,61,"Female","Graduate Degree","Terrible","Yes","reason"
4203,18,"Female","Associate Degree","Terrible","Yes","emotions"
4204,18,"Non-binary","Associate Degree","Bad","Yes","control group"
4205,47,"Female","Associate Degree","Good","Yes","reason"
4206,41,"Male","Bachelor's Degree","Good","Yes","emotions"
4207,37,"Male","Graduate Degree","Terrible","No","control group"
4208,56,"Non-binary","High School","Bad","Yes","emotions"
4209,29,"Male","Associate Degree","Terrible","Yes","reason"
4210,52,"Male","Graduate Degree","Good","Yes","reason"
4211,21,"Male","Associate Degree","Excellent","Yes","reason"
4212,77,"Non-binary","Bachelor's Degree","Excellent","No","reason"
4213,64,"Female","Bachelor's Degree","Excellent","Yes","emotions"
4214,61,"Male","Associate Degree","Okay","Yes","reason"
4215,53,"Female","Bachelor's Degree","Bad","Yes","reason"
4217,52,"Non-binary","Bachelor's Degree","Okay","No","control group"
4218,53,"Male","Associate Degree","Excellent","No","control group"
4219,18,"Non-binary","High School","Bad","Yes","reason"
4220,28,"Female","Associate Degree","Bad","No","control group"
4221,60,"Male","High School","Good","Yes","reason"
4222,37,"Male","High School","Okay","No","reason"
4223,41,"Non-binary","High School","Terrible","Yes","emotions"
4224,50,"Non-binary","Associate Degree","Good","Yes","reason"
4225,38,"Non-binary","Graduate Degree","Good","Yes","reason"
4226,26,"Male","High School","Good","Yes","reason"
4228,18,"Female","Bachelor's Degree","Terrible","Yes","control group"
4229,36,"Female","Associate Degree","Good","Yes","control group"
4230,50,"Male","Bachelor's Degree","Okay","Yes","reason"
4231,28,"Non-binary","Bachelor's Degree","Good","Yes","control group"
4232,51,"Male","Graduate Degree","Terrible","No","emotions"
4233,56,"Non-binary","Graduate Degree","Excellent","Yes","reason"
4234,48,"Female","High School","Bad","Yes","emotions"
4235,18,"Female","Associate Degree","Terrible","No","control group"
4236,36,"Male","High School","Okay","No","emotions"
4237,45,"Male","Graduate Degree","Good","No","emotions"
4238,42,"Male","Associate Degree","Okay","Yes","emotions"
4239,53,"Female","Associate Degree","Terrible","Yes","control group"
4240,36,"Female","Bachelor's Degree","Good","Yes","control group"
4241,52,"Female","Graduate Degree","Excellent","Yes","emotions"
4242,25,"Female","Associate Degree","Terrible","No","emotions"
4243,53,"Male","Associate Degree","Terrible","Yes","emotions"
4244,39,"Male","Associate Degree","Okay","No","reason"
4245,36,"Female","Bachelor's Degree","Good","Yes","reason"
4246,80,"Female","High School","Okay","Yes","control group"
4247,27,"Female","Bachelor's Degree","Bad","Yes","emotions"
4248,80,"Male","Associate Degree","Good","Yes","emotions"
4250,44,"Male","Associate Degree","Bad","Yes","reason"
4251,50,"Male","Associate Degree","Terrible","Yes","reason"
4252,18,"Female","Graduate Degree","Excellent","Yes","reason"
4253,77,"Male","Graduate Degree","Good","Yes","reason"
4254,80,"Non-binary","Graduate Degree","Good","No","emotions"
4255,38,"Non-binary","Associate Degree","Good","Yes","emotions"
4256,21,"Female","Graduate Degree","Terrible","No","reason"
4257,18,"Non-binary","Graduate Degree","Good","Yes","reason"
4258,27,"Male","Associate Degree","Bad","No","emotions"
4260,47,"Non-binary","Graduate Degree","Excellent","No","control group"
4261,32,"Female","Graduate Degree","Good","Yes","reason"
4262,18,"Female","Associate Degree","Good","Yes","emotions"
4263,19,"Female","Bachelor's Degree","Good","Yes","reason"
4264,32,"Female","Associate Degree","Bad","Yes","reason"
4265,58,"Female","Associate Degree","Good","Yes","control group"
4267,18,"Male","Bachelor's Degree","Good","Yes","control group"
4268,66,"Male","High School","Terrible","Yes","reason"
4269,59,"Female","Bachelor's Degree","Bad","Yes","control group"
4271,43,"Male","Associate Degree","Excellent","Yes","reason"
4272,18,"Male","Bachelor's Degree","Okay","No","control group"
4274,18,"Non-binary","Associate Degree","Okay","Yes","emotions"
4275,24,"Non-binary","Bachelor's Degree","Good","Yes","emotions"
4276,55,"Female","Bachelor's Degree","Good","Yes","emotions"
4277,18,"Male","High School","Bad","Yes","reason"
4278,49,"Male","Bachelor's Degree","Okay","No","emotions"
4279,54,"Male","Associate Degree","Good","Yes","emotions"
4280,26,"Female","Associate Degree","Excellent","Yes","control group"
4281,46,"Male","Associate Degree","Bad","Yes","emotions"
4282,53,"Non-binary","Associate Degree","Okay","Yes","reason"
4283,29,"Female","Associate Degree","Bad","Yes","reason"
4284,44,"Female","Bachelor's Degree","Good","Yes","reason"
4286,46,"Male","Associate Degree","Okay","Yes","reason"
4287,22,"Non-binary","Associate Degree","Excellent","Yes","emotions"
4288,42,"Male","Graduate Degree","Okay","Yes","reason"
4289,33,"Male","Associate Degree","Bad","Yes","control group"
4290,22,"Female","High School","Bad","Yes","emotions"
4291,76,"Male","Graduate Degree","Bad","Yes","control group"
4293,70,"Male","Associate Degree","Good","Yes","emotions"
4294,37,"Female","High School","Good","Yes","reason"
4296,31,"Male","Bachelor's Degree","Okay","Yes","control group"
4297,42,"Female","High School","Good","Yes","control group"
4298,80,"Non-binary","High School","Excellent","Yes","control group"
4299,34,"Female","High School","Okay","Yes","reason"
4300,64,"Non-binary","Graduate Degree","Terrible","No","control group"
4301,32,"Female","Associate Degree","Okay","Yes","emotions"
4303,21,"Non-binary","Graduate Degree","Okay","No","control group"
4304,55,"Non-binary","Associate Degree","Good","Yes","reason"
4305,42,"Male","Bachelor's Degree","Good","No","control group"
4307,60,"Male","Associate Degree","Okay","Yes","emotions"
4308,36,"Male","Associate Degree","Terrible","Yes","emotions"
4309,23,"Male","Bachelor's Degree","Terrible","Yes","control group"
4311,80,"Female","High School","Excellent","Yes","emotions"
4312,72,"Female","Graduate Degree","Okay","No","control group"
4313,40,"Female","Graduate Degree","Good","No","control group"
4314,75,"Female","Bachelor's Degree","Good","Yes","emotions"
4315,47,"Female","Bachelor's Degree","Terrible","Yes","emotions"
4317,50,"Male","High School","Excellent","Yes","control group"
4318,33,"Male","Graduate Degree","Okay","Yes","reason"
4319,58,"Non-binary","Graduate Degree","Excellent","Yes","reason"
4320,33,"Male","Graduate Degree","Terrible","No","control group"
4322,58,"Male","Associate Degree","Okay","Yes","control group"
4324,53,"Female","Graduate Degree","Excellent","Yes","control group"
4325,18,"Female","Graduate Degree","Excellent","Yes","emotions"
4326,27,"Female","Bachelor's Degree","Good","Yes","reason"
4327,50,"Male","High School","Okay","Yes","reason"
4328,23,"Male","Graduate Degree","Okay","No","control group"
4329,18,"Female","High School","Okay","Yes","reason"
4330,34,"Non-binary","Associate Degree","Bad","Yes","control group"
4331,34,"Non-binary","Bachelor's Degree","Excellent","No","reason"
4332,28,"Female","Graduate Degree","Okay","Yes","control group"
4333,18,"Male","Graduate Degree","Bad","Yes","reason"
4334,49,"Male","High School","Good","Yes","emotions"
4335,61,"Female","Associate Degree","Bad","No","control group"
4336,49,"Female","Graduate Degree","Okay","Yes","control group"
4337,53,"Female","High School","Good","No","reason"
4338,64,"Non-binary","Associate Degree","Good","No","control group"
4339,44,"Female","High School","Okay","Yes","reason"
4340,57,"Female","High School","Excellent","Yes","emotions"
4342,18,"Non-binary","Bachelor's Degree","Terrible","Yes","emotions"
4343,37,"Non-binary","High School","Excellent","No","emotions"
4344,37,"Female","High School","Excellent","Yes","reason"
4345,80,"Male","Bachelor's Degree","Good","Yes","reason"
4346,27,"Female","High School","Okay","Yes","reason"
4348,35,"Female","Graduate Degree","Terrible","Yes","reason"
4349,26,"Non-binary","Associate Degree","Excellent","No","control group"
4350,36,"Non-binary","Associate Degree","Okay","No","reason"
4351,66,"Male","Graduate Degree","Terrible","No","control group"
4352,40,"Non-binary","High School","Bad","Yes","reason"
4353,18,"Non-binary","Bachelor's Degree","Good","Yes","reason"
4354,57,"Female","Graduate Degree","Bad","Yes","emotions"
4355,46,"Female","Bachelor's Degree","Bad","Yes","control group"
4356,47,"Female","Bachelor's Degree","Excellent","Yes","reason"
4357,45,"Female","Bachelor's Degree","Good","Yes","emotions"
4358,46,"Non-binary","Graduate Degree","Bad","No","emotions"
4359,34,"Male","Bachelor's Degree","Excellent","Yes","reason"
4361,18,"Non-binary","High School","Good","Yes","emotions"
4362,65,"Male","Bachelor's Degree","Good","Yes","control group"
4363,31,"Non-binary","Bachelor's Degree","Okay","Yes","reason"
4364,42,"Non-binary","High School","Excellent","Yes","reason"
4365,67,"Male","Bachelor's Degree","Okay","Yes","reason"
4366,19,"Male","High School","Terrible","Yes","emotions"
4367,41,"Non-binary","High School","Excellent","Yes","emotions"
4368,52,"Female","Graduate Degree","Good","No","emotions"
4369,52,"Female","High School","Bad","No","reason"
4370,33,"Male","Bachelor's Degree","Good","Yes","emotions"
4371,20,"Female","High School","Bad","No","reason"
4372,52,"Non-binary","Bachelor's Degree","Good","No","emotions"
4374,40,"Male","Associate Degree","Terrible","Yes","emotions"
4375,44,"Male","High School","Good","Yes","reason"
4376,44,"Female","Graduate Degree","Bad","Yes","control group"
4377,44,"Male","Associate Degree","Okay","No","emotions"
4378,46,"Female","Associate Degree","Terrible","No","reason"
4379,45,"Female","Graduate Degree","Bad","Yes","control group"
4380,52,"Female","Associate Degree","Bad","Yes","emotions"
4381,18,"Male","High School","Good","No","emotions"
4382,51,"Female","Associate Degree","Bad","Yes","reason"
4383,67,"Male","High School","Excellent","Yes","control group"
4385,36,"Non-binary","Associate Degree","Terrible","Yes","emotions"
4386,18,"Male","Associate Degree","Good","Yes","emotions"
4387,18,"Male","Associate Degree","Bad","No","reason"
4388,68,"Male","Bachelor's Degree","Good","Yes","reason"
4390,53,"Non-binary","High School","Okay","No","control group"
4391,58,"Non-binary","Bachelor's Degree","Good","Yes","emotions"
4392,35,"Male","High School","Terrible","Yes","emotions"
4393,68,"Non-binary","Associate Degree","Terrible","Yes","reason"
4394,62,"Non-binary","Graduate Degree","Good","Yes","reason"
4395,29,"Female","High School","Good","Yes","reason"
4396,46,"Male","Bachelor's Degree","Bad","No","reason"
4397,50,"Female","Associate Degree","Bad","Yes","emotions"
4398,18,"Male","High School","Terrible","Yes","emotions"
4399,42,"Non-binary","Associate Degree","Good","Yes","reason"
4400,48,"Male","Bachelor's Degree","Okay","Yes","control group"
4401,23,"Male","Graduate Degree","Bad","Yes","control group"
4402,49,"Female","High School","Good","Yes","control group"
4403,33,"Male","Associate Degree","Good","Yes","control group"
4404,51,"Non-binary","Associate Degree","Good","Yes","control group"
4405,24,"Male","Bachelor's Degree","Excellent","No","control group"
4406,30,"Non-binary","Graduate Degree","Good","Yes","control group"
4407,20,"Non-binary","Bachelor's Degree","Excellent","No","emotions"
4408,42,"Male","Associate Degree","Bad","Yes","reason"
4410,43,"Male","Graduate Degree","Good","Yes","control group"
4411,26,"Male","Graduate Degree","Excellent","No","emotions"
4412,26,"Female","High School","Excellent","No","emotions"
4414,47,"Female","Associate Degree","Terrible","No","control group"
4415,60,"Non-binary","Associate Degree","Bad","Yes","emotions"
4416,34,"Non-binary","Graduate Degree","Good","Yes","reason"
4417,20,"Male","Associate Degree","Terrible","Yes","control group"
4418,66,"Male","High School","Terrible","Yes","control group"
4419,18,"Male","High School","Bad","Yes","reason"
4420,39,"Male","Graduate Degree","Okay","Yes","emotions"
4421,36,"Non-binary","Bachelor's Degree","Excellent","Yes","control group"
4422,54,"Non-binary","Bachelor's Degree","Excellent","Yes","control group"
4423,39,"Male","Graduate Degree","Terrible","Yes","reason"
4424,58,"Non-binary","Graduate Degree","Excellent","Yes","control group"
4425,67,"Female","Associate Degree","Excellent","No","emotions"
4426,52,"Non-binary","Bachelor's Degree","Bad","Yes","reason"
4427,24,"Male","High School","Excellent","Yes","emotions"
4428,58,"Male","High School","Okay","Yes","emotions"
4429,37,"Non-binary","High School","Good","Yes","emotions"
4430,39,"Female","Bachelor's Degree","Okay","Yes","reason"
4431,41,"Female","Associate Degree","Terrible","No","control group"
4432,60,"Male","Graduate Degree","Good","Yes","emotions"
4433,80,"Non-binary","High School","Good","No","emotions"
4435,31,"Female","Associate Degree","Terrible","Yes","emotions"
4436,43,"Male","Associate Degree","Bad","Yes","reason"
4437,45,"Male","Graduate Degree","Bad","Yes","emotions"
4438,66,"Female","High School","Excellent","No","control group"
4439,32,"Female","High School","Terrible","Yes","emotions"
4440,48,"Male","Associate Degree","Good","No","reason"
4441,29,"Female","Associate Degree","Good","Yes","reason"
4442,37,"Non-binary","Bachelor's Degree","Okay","Yes","reason"
4443,50,"Female","Graduate Degree","Terrible","Yes","emotions"
4444,18,"Female","Associate Degree","Good","Yes","reason"
4445,59,"Non-binary","Bachelor's Degree","Terrible","Yes","control group"
4447,33,"Male","Graduate Degree","Excellent","Yes","control group"
4448,18,"Non-binary","Graduate Degree","Terrible","Yes","emotions"
4449,42,"Female","Graduate Degree","Bad","Yes","reason"
4450,58,"Female","Associate Degree","Okay","Yes","control group"
4451,64,"Female","Bachelor's Degree","Bad","Yes","emotions"
4452,18,"Female","Associate Degree","Okay","Yes","emotions"
4453,35,"Female","High School","Terrible","Yes","reason"
4454,34,"Female","High School","Excellent","Yes","reason"
4455,50,"Male","High School","Excellent","Yes","reason"
4456,65,"Female","Bachelor's Degree","Okay","Yes","control group"
4457,26,"Female","Bachelor's Degree","Bad","No","control group"
4458,52,"Non-binary","Bachelor's Degree","Okay","Yes","emotions"
4459,18,"Male","Bachelor's Degree","Terrible","Yes","reason"
4460,24,"Male","High School","Terrible","Yes","control group"
4461,70,"Female","High School","Bad","Yes","reason"
4462,34,"Non-binary","Graduate Degree","Excellent","Yes","control group"
4463,18,"Male","Bachelor's Degree","Good","No","reason"
4464,38,"Male","High School","Terrible","No","control group"
4465,45,"Non-binary","Bachelor's Degree","Excellent","Yes","control group"
4466,18,"Female","High School","Terrible","Yes","control group"
4467,80,"Male","Bachelor's Degree","Bad","Yes","control group"
4468,43,"Non-binary","High School","Bad","Yes","emotions"
4469,31,"Male","High School","Bad","Yes","emotions"
4470,18,"Non-binary","Bachelor's Degree","Terrible","Yes","reason"
4471,22,"Female","Bachelor's Degree","Bad","Yes","control group"
4472,57,"Male","Associate Degree","Okay","Yes","emotions"
4473,32,"Female","High School","Terrible","No","emotions"
4475,18,"Female","High School","Okay","Yes","emotions"
4476,37,"Female","Graduate Degree","Okay","No","reason"
4477,18,"Non-binary","Associate Degree","Excellent","Yes","control group"
4478,33,"Non-binary","Bachelor's Degree","Excellent","Yes","emotions"
4480,35,"Male","High School","Excellent","Yes","reason"
4481,57,"Female","Bachelor's Degree","Terrible","Yes","reason"
4483,50,"Non-binary","Graduate Degree","Terrible","Yes","reason"
4485,48,"Male","Associate Degree","Bad","No","emotions"
4486,60,"Male","Graduate Degree","Excellent","Yes","reason"
4487,34,"Female","Bachelor's Degree","Excellent","Yes","control group"
4490,42,"Female","Associate Degree","Terrible","Yes","reason"
4491,41,"Non-binary","Bachelor's Degree","Okay","Yes","control group"
4493,38,"Female","Associate Degree","Okay","Yes","control group"
4494,61,"Female","Associate Degree","Good","No","reason"
4495,48,"Non-binary","Associate Degree","Bad","No","reason"
4496,68,"Non-binary","Bachelor's Degree","Bad","No","reason"
4497,46,"Non-binary","Graduate Degree","Okay","No","control group"
4498,22,"Male","Bachelor's Degree","Terrible","Yes","emotions"
4499,30,"Male","Graduate Degree","Good","Yes","control group"
4500,28,"Male","Associate Degree","Bad","Yes","control group"
4501,71,"Male","High School","Okay","No","control group"
4502,25,"Male","Graduate Degree","Excellent","Yes","emotions"
4503,18,"Male","Associate Degree","Okay","Yes","reason"
4504,29,"Non-binary","Graduate Degree","Good","Yes","control group"
4505,18,"Non-binary","Associate Degree","Bad","No","emotions"
4506,51,"Female","Associate Degree","Excellent","No","emotions"
4507,72,"Male","High School","Good","No","emotions"
4508,64,"Male","High School","Good","Yes","reason"
4509,78,"Male","High School","Excellent","Yes","emotions"
4510,31,"Male","Graduate Degree","Terrible","No","control group"
4511,53,"Male","High School","Bad","Yes","control group"
4512,18,"Female","Graduate Degree","Good","No","reason"
4513,32,"Female","Bachelor's Degree","Terrible","Yes","control group"
4515,21,"Female","Graduate Degree","Excellent","No","control group"
4516,48,"Male","Bachelor's Degree","Excellent","No","emotions"
4517,38,"Male","Associate Degree","Excellent","Yes","reason"
4518,34,"Male","Bachelor's Degree","Okay","No","reason"
4519,46,"Male","Bachelor's Degree","Good","Yes","reason"
4520,45,"Female","Graduate Degree","Good","Yes","emotions"
4521,44,"Male","High School","Terrible","Yes","reason"
4522,19,"Female","Associate Degree","Terrible","Yes","emotions"
4523,42,"Non-binary","Associate Degree","Okay","No","reason"
4524,18,"Female","Bachelor's Degree","Bad","Yes","control group"
4525,49,"Female","High School","Good","Yes","control group"
4526,18,"Male","Associate Degree","Excellent","Yes","control group"
4527,80,"Female","Bachelor's Degree","Okay","Yes","emotions"
4529,18,"Non-binary","High School","Bad","Yes","control group"
4530,40,"Female","Bachelor's Degree","Good","Yes","reason"
4531,18,"Non-binary","High School","Okay","No","reason"
4532,46,"Non-binary","Bachelor's Degree","Okay","No","control group"
4533,18,"Non-binary","Graduate Degree","Good","No","reason"
4534,32,"Non-binary","Bachelor's Degree","Okay","Yes","control group"
4535,38,"Female","Graduate Degree","Good","Yes","emotions"
4536,32,"Non-binary","Associate Degree","Excellent","Yes","emotions"
4537,23,"Male","High School","Bad","Yes","reason"
4538,54,"Female","High School","Good","No","control group"
4539,56,"Non-binary","High School","Good","No","control group"
4540,18,"Non-binary","Associate Degree","Terrible","Yes","control group"
