"id","age","gender","education","baseline_vaccine_attitude","baseline_vaccination_status"
3807,41,"Non-binary","Bachelor's Degree","Excellent","Yes"
3808,24,"Female","Graduate Degree","Bad","No"
3809,23,"Male","Associate Degree","Terrible","No"
3810,18,"Female","Associate Degree","Okay","Yes"
3811,19,"Male","Bachelor's Degree","Bad","No"
3812,57,"Male","Associate Degree","Excellent","Yes"
3813,23,"Male","Bachelor's Degree","Okay","No"
3814,18,"Female","High School","Excellent","Yes"
3815,55,"Non-binary","Graduate Degree","Bad","No"
3816,52,"Male","Bachelor's Degree","Terrible","No"
3817,64,"Male","High School","Good","No"
3818,33,"Male","High School","Good","No"
3819,54,"Non-binary","Bachelor's Degree","Okay","No"
3820,42,"Male","Associate Degree","Terrible","No"
3821,18,"Female","High School","Good","Yes"
3822,61,"Male","High School","Excellent","No"
3823,22,"Non-binary","High School","Excellent","No"
3824,80,"Non-binary","Graduate Degree","Okay","Yes"
3825,65,"Male","Graduate Degree","Good","No"
3826,66,"Male","Bachelor's Degree","Excellent","No"
3827,80,"Non-binary","Associate Degree","Okay","No"
3828,44,"Female","Graduate Degree","Terrible","Yes"
3829,31,"Female","High School","Excellent","No"
3830,18,"Male","High School","Excellent","No"
3831,52,"Male","Associate Degree","Okay","Yes"
3832,26,"Female","Graduate Degree","Bad","No"
3833,67,"Male","Associate Degree","Bad","Yes"
3834,41,"Female","Graduate Degree","Bad","No"
3835,35,"Female","Associate Degree","Terrible","No"
3836,60,"Male","High School","Okay","No"
3837,27,"Male","Associate Degree","Okay","No"
3838,80,"Female","High School","Bad","Yes"
3839,34,"Non-binary","Bachelor's Degree","Good","No"
3840,42,"Male","Graduate Degree","Good","No"
3841,26,"Male","Bachelor's Degree","Excellent","No"
3842,46,"Male","Bachelor's Degree","Excellent","Yes"
3843,58,"Female","High School","Okay","Yes"
3844,18,"Female","Graduate Degree","Terrible","No"
3845,40,"Non-binary","Bachelor's Degree","Okay","No"
3846,52,"Male","Bachelor's Degree","Okay","Yes"
3847,20,"Female","High School","Okay","No"
3848,62,"Female","High School","Okay","Yes"
3849,35,"Female","Graduate Degree","Excellent","Yes"
3850,61,"Female","Associate Degree","Bad","Yes"
3851,50,"Male","Bachelor's Degree","Good","No"
3852,18,"Male","Associate Degree","Excellent","Yes"
3853,62,"Female","Bachelor's Degree","Good","No"
3854,33,"Female","Associate Degree","Terrible","No"
3855,74,"Female","Associate Degree","Okay","No"
3856,24,"Non-binary","Associate Degree","Bad","No"
3857,69,"Non-binary","High School","Terrible","Yes"
3858,18,"Male","Bachelor's Degree","Good","No"
3859,51,"Male","Graduate Degree","Okay","No"
3860,68,"Female","Bachelor's Degree","Good","No"
3861,32,"Male","Associate Degree","Excellent","No"
3862,41,"Male","Associate Degree","Bad","Yes"
3863,19,"Female","High School","Bad","No"
3864,61,"Male","Bachelor's Degree","Good","Yes"
3865,56,"Male","High School","Okay","No"
3866,27,"Non-binary","Associate Degree","Good","No"
3867,45,"Male","Graduate Degree","Bad","No"
3868,77,"Non-binary","Bachelor's Degree","Terrible","No"
3869,39,"Male","Associate Degree","Good","No"
3870,20,"Male","Associate Degree","Excellent","Yes"
3871,59,"Male","Graduate Degree","Bad","No"
3872,44,"Female","Graduate Degree","Bad","No"
3873,20,"Female","Graduate Degree","Excellent","No"
3874,40,"Male","Graduate Degree","Bad","No"
3875,18,"Male","Bachelor's Degree","Okay","Yes"
3876,27,"Female","Bachelor's Degree","Bad","Yes"
3877,25,"Male","Bachelor's Degree","Excellent","No"
3878,39,"Female","Bachelor's Degree","Good","No"
3879,18,"Male","Associate Degree","Okay","Yes"
3880,54,"Non-binary","Graduate Degree","Terrible","No"
3881,55,"Non-binary","Bachelor's Degree","Bad","Yes"
3882,18,"Female","Bachelor's Degree","Terrible","No"
3883,39,"Female","Bachelor's Degree","Okay","No"
3884,35,"Non-binary","Bachelor's Degree","Terrible","No"
3885,18,"Male","Associate Degree","Okay","Yes"
3886,38,"Female","Associate Degree","Terrible","Yes"
3887,73,"Male","Bachelor's Degree","Terrible","No"
3888,18,"Female","Associate Degree","Okay","Yes"
3889,55,"Non-binary","Graduate Degree","Good","No"
3890,50,"Male","High School","Okay","Yes"
3891,18,"Non-binary","Bachelor's Degree","Okay","Yes"
3892,18,"Male","Associate Degree","Okay","No"
3893,58,"Non-binary","Bachelor's Degree","Good","Yes"
3894,25,"Non-binary","High School","Okay","Yes"
3895,18,"Male","Bachelor's Degree","Good","Yes"
3896,72,"Non-binary","High School","Terrible","No"
3897,32,"Female","High School","Bad","No"
3898,45,"Non-binary","High School","Okay","No"
3899,36,"Female","High School","Excellent","No"
3900,61,"Male","Associate Degree","Okay","No"
3901,45,"Female","Bachelor's Degree","Okay","No"
3902,42,"Female","High School","Good","No"
3903,57,"Female","Associate Degree","Excellent","Yes"
3904,57,"Male","Associate Degree","Terrible","Yes"
3905,47,"Non-binary","Bachelor's Degree","Good","No"
3906,62,"Male","High School","Bad","Yes"
3907,52,"Non-binary","Graduate Degree","Excellent","Yes"
3908,50,"Female","High School","Terrible","No"
3909,31,"Female","Associate Degree","Okay","No"
3910,58,"Male","Associate Degree","Good","No"
3911,32,"Male","Associate Degree","Bad","Yes"
3912,23,"Non-binary","Associate Degree","Okay","No"
3913,41,"Male","High School","Good","No"
3914,40,"Female","Bachelor's Degree","Bad","No"
3915,22,"Female","Associate Degree","Excellent","No"
3916,27,"Non-binary","Associate Degree","Okay","Yes"
3917,29,"Male","Graduate Degree","Bad","No"
3918,19,"Female","Bachelor's Degree","Bad","Yes"
3919,38,"Female","High School","Bad","Yes"
3920,18,"Non-binary","Associate Degree","Bad","No"
3921,18,"Non-binary","Associate Degree","Terrible","No"
3922,18,"Female","Graduate Degree","Good","No"
3923,40,"Male","Bachelor's Degree","Good","No"
3924,42,"Male","Graduate Degree","Terrible","No"
3925,38,"Male","High School","Terrible","No"
3926,32,"Female","Bachelor's Degree","Okay","Yes"
3927,80,"Male","Bachelor's Degree","Bad","No"
3928,20,"Non-binary","High School","Okay","Yes"
3929,58,"Female","Associate Degree","Okay","Yes"
3930,38,"Female","Associate Degree","Okay","No"
3931,34,"Female","Bachelor's Degree","Good","Yes"
3932,18,"Male","Bachelor's Degree","Terrible","No"
3933,37,"Female","Bachelor's Degree","Okay","Yes"
3934,53,"Male","Bachelor's Degree","Excellent","No"
3935,18,"Male","Associate Degree","Okay","Yes"
3936,22,"Female","Associate Degree","Good","No"
3937,42,"Male","Graduate Degree","Good","Yes"
3938,59,"Female","Associate Degree","Bad","Yes"
3939,26,"Female","High School","Excellent","No"
3940,37,"Non-binary","Associate Degree","Okay","Yes"
3941,43,"Male","Associate Degree","Good","No"
3942,36,"Male","Bachelor's Degree","Good","No"
3943,57,"Female","Bachelor's Degree","Terrible","Yes"
3944,71,"Female","Graduate Degree","Good","Yes"
3945,44,"Female","Associate Degree","Okay","No"
3946,48,"Non-binary","High School","Bad","No"
3947,35,"Female","Bachelor's Degree","Good","No"
3948,58,"Female","Graduate Degree","Terrible","Yes"
3949,51,"Female","High School","Terrible","No"
3950,44,"Non-binary","Graduate Degree","Terrible","No"
3951,69,"Male","Bachelor's Degree","Bad","Yes"
3952,47,"Non-binary","Associate Degree","Good","No"
3953,32,"Female","High School","Okay","No"
3954,30,"Female","Associate Degree","Bad","No"
3955,37,"Female","Graduate Degree","Bad","No"
3956,36,"Male","Graduate Degree","Good","No"
3957,44,"Non-binary","Bachelor's Degree","Terrible","No"
3958,57,"Non-binary","Bachelor's Degree","Okay","Yes"
3959,48,"Male","Graduate Degree","Good","Yes"
3960,55,"Male","High School","Bad","Yes"
3961,35,"Female","Graduate Degree","Good","No"
3962,39,"Female","Associate Degree","Okay","No"
3963,57,"Female","Graduate Degree","Excellent","No"
3964,18,"Male","Bachelor's Degree","Bad","No"
3965,61,"Non-binary","Graduate Degree","Okay","No"
3966,80,"Non-binary","Bachelor's Degree","Terrible","Yes"
3967,32,"Female","Bachelor's Degree","Bad","Yes"
3968,60,"Non-binary","Associate Degree","Okay","Yes"
3969,59,"Female","Bachelor's Degree","Terrible","Yes"
3970,42,"Female","Associate Degree","Okay","Yes"
3971,27,"Non-binary","High School","Good","No"
3972,18,"Non-binary","Bachelor's Degree","Terrible","Yes"
3973,49,"Female","Graduate Degree","Okay","Yes"
3974,40,"Male","Bachelor's Degree","Excellent","Yes"
3975,20,"Male","Bachelor's Degree","Terrible","No"
3976,18,"Female","Graduate Degree","Excellent","No"
3977,23,"Male","High School","Okay","Yes"
3978,57,"Non-binary","Associate Degree","Good","Yes"
3979,20,"Female","Associate Degree","Good","No"
3980,37,"Non-binary","Associate Degree","Bad","Yes"
3981,51,"Female","Associate Degree","Good","Yes"
3982,18,"Female","Bachelor's Degree","Good","No"
3983,46,"Male","High School","Okay","No"
3984,41,"Male","High School","Bad","No"
3985,18,"Non-binary","Graduate Degree","Good","Yes"
3986,24,"Non-binary","Associate Degree","Okay","Yes"
3987,30,"Female","Associate Degree","Okay","No"
3988,26,"Female","Bachelor's Degree","Excellent","Yes"
3989,29,"Non-binary","High School","Good","Yes"
3990,38,"Male","Associate Degree","Terrible","No"
3991,56,"Male","Bachelor's Degree","Okay","Yes"
3992,37,"Non-binary","Graduate Degree","Excellent","Yes"
3993,28,"Non-binary","Bachelor's Degree","Excellent","Yes"
3994,53,"Female","Bachelor's Degree","Okay","Yes"
3995,60,"Male","Associate Degree","Bad","No"
3996,37,"Non-binary","Graduate Degree","Excellent","No"
3997,57,"Non-binary","High School","Okay","Yes"
3998,40,"Male","High School","Terrible","No"
3999,35,"Female","Bachelor's Degree","Bad","No"
4000,22,"Non-binary","Bachelor's Degree","Bad","No"
4001,18,"Female","High School","Okay","No"
4002,55,"Male","Graduate Degree","Good","No"
4003,51,"Non-binary","Associate Degree","Terrible","Yes"
4004,18,"Non-binary","Bachelor's Degree","Okay","Yes"
4005,18,"Non-binary","Bachelor's Degree","Terrible","No"
4006,52,"Male","Bachelor's Degree","Okay","Yes"
4007,18,"Non-binary","Bachelor's Degree","Good","No"
4008,72,"Non-binary","Bachelor's Degree","Okay","Yes"
4009,77,"Male","Bachelor's Degree","Bad","Yes"
4010,67,"Female","Associate Degree","Excellent","No"
4011,18,"Male","High School","Good","No"
4012,18,"Male","Bachelor's Degree","Terrible","Yes"
4013,40,"Non-binary","Bachelor's Degree","Bad","Yes"
4014,43,"Non-binary","High School","Bad","No"
4015,37,"Female","Associate Degree","Bad","No"
4016,38,"Male","High School","Excellent","No"
4017,29,"Non-binary","Associate Degree","Excellent","Yes"
4018,73,"Male","Bachelor's Degree","Good","Yes"
4019,28,"Non-binary","Graduate Degree","Okay","No"
4020,46,"Female","Bachelor's Degree","Terrible","No"
4021,32,"Non-binary","Graduate Degree","Okay","No"
4022,24,"Female","High School","Okay","No"
4023,27,"Non-binary","Associate Degree","Bad","Yes"
4024,18,"Male","Graduate Degree","Okay","Yes"
4025,38,"Male","Bachelor's Degree","Excellent","No"
4026,43,"Male","Bachelor's Degree","Okay","Yes"
4027,48,"Non-binary","Graduate Degree","Okay","No"
4028,66,"Non-binary","Associate Degree","Okay","No"
4029,18,"Female","Associate Degree","Okay","Yes"
4030,29,"Female","High School","Good","No"
4031,18,"Male","Associate Degree","Terrible","Yes"
4032,46,"Female","Associate Degree","Okay","Yes"
4033,80,"Male","Associate Degree","Bad","Yes"
4034,57,"Non-binary","Associate Degree","Good","Yes"
4035,33,"Female","High School","Terrible","No"
4036,66,"Non-binary","Bachelor's Degree","Okay","No"
4037,37,"Male","High School","Terrible","Yes"
4038,46,"Non-binary","Graduate Degree","Okay","No"
4039,39,"Non-binary","Bachelor's Degree","Good","No"
4040,44,"Non-binary","Graduate Degree","Okay","No"
4041,56,"Male","Associate Degree","Good","Yes"
4042,18,"Non-binary","Associate Degree","Terrible","Yes"
4043,80,"Male","Associate Degree","Terrible","Yes"
4044,33,"Male","High School","Okay","No"
4045,48,"Female","Bachelor's Degree","Good","Yes"
4046,80,"Male","Bachelor's Degree","Okay","No"
4047,39,"Male","High School","Bad","Yes"
4048,28,"Female","Bachelor's Degree","Bad","Yes"
4049,80,"Non-binary","Associate Degree","Excellent","No"
4050,20,"Non-binary","Graduate Degree","Excellent","Yes"
4051,43,"Male","Bachelor's Degree","Terrible","No"
4052,31,"Female","Bachelor's Degree","Bad","Yes"
4053,39,"Female","Graduate Degree","Excellent","Yes"
4054,36,"Male","Bachelor's Degree","Okay","No"
4055,20,"Male","High School","Okay","Yes"
4056,18,"Male","Associate Degree","Good","No"
4057,55,"Female","Bachelor's Degree","Okay","No"
4058,54,"Non-binary","Bachelor's Degree","Okay","Yes"
4059,19,"Female","High School","Bad","No"
4060,18,"Female","Graduate Degree","Good","Yes"
4061,39,"Female","Bachelor's Degree","Okay","Yes"
4062,59,"Male","High School","Excellent","Yes"
4063,27,"Non-binary","Graduate Degree","Okay","Yes"
4064,27,"Female","Associate Degree","Bad","No"
4065,20,"Non-binary","Graduate Degree","Terrible","No"
4066,56,"Female","Graduate Degree","Terrible","Yes"
4067,64,"Non-binary","Graduate Degree","Bad","No"
4068,65,"Female","Associate Degree","Excellent","No"
4069,26,"Male","Graduate Degree","Good","Yes"
4070,29,"Non-binary","Associate Degree","Okay","Yes"
4071,42,"Male","Associate Degree","Excellent","No"
4072,61,"Male","High School","Okay","No"
4073,50,"Male","Associate Degree","Bad","No"
4074,30,"Male","Associate Degree","Terrible","Yes"
4075,53,"Female","Graduate Degree","Terrible","No"
4076,46,"Non-binary","Bachelor's Degree","Okay","Yes"
4077,50,"Non-binary","Associate Degree","Bad","Yes"
4078,18,"Male","Bachelor's Degree","Bad","Yes"
4079,39,"Male","Associate Degree","Excellent","No"
4080,44,"Non-binary","Bachelor's Degree","Bad","No"
4081,21,"Non-binary","Associate Degree","Terrible","Yes"
4082,49,"Female","Graduate Degree","Terrible","No"
4083,58,"Male","Associate Degree","Okay","No"
4084,24,"Male","Associate Degree","Good","Yes"
4085,44,"Female","Graduate Degree","Excellent","No"
4086,18,"Female","High School","Terrible","No"
4087,47,"Female","Graduate Degree","Okay","No"
4088,38,"Female","High School","Excellent","No"
4089,58,"Female","Bachelor's Degree","Terrible","No"
4090,25,"Non-binary","Graduate Degree","Okay","No"
4091,57,"Female","High School","Excellent","No"
4092,32,"Female","Bachelor's Degree","Excellent","Yes"
4093,39,"Female","Bachelor's Degree","Bad","No"
4094,47,"Male","Associate Degree","Okay","No"
4095,67,"Non-binary","Bachelor's Degree","Bad","Yes"
4096,32,"Male","Bachelor's Degree","Good","Yes"
4097,54,"Male","Bachelor's Degree","Good","No"
4098,18,"Female","Associate Degree","Bad","Yes"
4099,20,"Female","Associate Degree","Good","Yes"
4100,40,"Male","Associate Degree","Good","Yes"
4101,48,"Non-binary","Graduate Degree","Okay","No"
4102,49,"Female","Graduate Degree","Okay","No"
4103,18,"Female","Graduate Degree","Okay","Yes"
4104,33,"Male","Bachelor's Degree","Good","No"
4105,45,"Non-binary","Associate Degree","Terrible","No"
4106,18,"Female","Associate Degree","Bad","Yes"
4107,52,"Non-binary","High School","Excellent","Yes"
4108,43,"Female","Bachelor's Degree","Good","No"
4109,47,"Male","Graduate Degree","Okay","Yes"
4110,50,"Male","Associate Degree","Good","No"
4111,23,"Male","Associate Degree","Bad","Yes"
4112,53,"Non-binary","Associate Degree","Good","No"
4113,50,"Female","Associate Degree","Okay","Yes"
4114,69,"Male","Graduate Degree","Good","Yes"
4115,18,"Male","High School","Okay","No"
4116,55,"Non-binary","Graduate Degree","Terrible","No"
4117,18,"Non-binary","Graduate Degree","Okay","No"
4118,18,"Male","Associate Degree","Bad","Yes"
4119,31,"Non-binary","Bachelor's Degree","Excellent","No"
4120,31,"Female","Associate Degree","Bad","Yes"
4121,31,"Female","Bachelor's Degree","Bad","Yes"
4122,18,"Male","Graduate Degree","Terrible","Yes"
4123,18,"Female","High School","Good","No"
4124,43,"Male","Associate Degree","Okay","Yes"
4125,18,"Male","Graduate Degree","Okay","Yes"
4126,49,"Female","Bachelor's Degree","Terrible","No"
4127,35,"Female","Graduate Degree","Okay","Yes"
4128,51,"Male","Associate Degree","Good","Yes"
4129,40,"Female","Graduate Degree","Good","No"
4130,18,"Non-binary","High School","Excellent","Yes"
4131,31,"Female","Graduate Degree","Terrible","Yes"
4132,50,"Female","Bachelor's Degree","Okay","Yes"
4133,48,"Female","Bachelor's Degree","Excellent","No"
4134,60,"Female","Bachelor's Degree","Okay","No"
4135,54,"Non-binary","Associate Degree","Okay","Yes"
4136,21,"Male","High School","Bad","Yes"
4137,31,"Male","Bachelor's Degree","Excellent","Yes"
4138,65,"Female","Associate Degree","Bad","No"
4139,47,"Non-binary","High School","Okay","No"
4140,44,"Male","High School","Okay","Yes"
4141,68,"Female","High School","Okay","No"
4142,50,"Non-binary","Associate Degree","Terrible","Yes"
4143,27,"Male","Graduate Degree","Good","Yes"
4144,70,"Male","Bachelor's Degree","Okay","Yes"
4145,80,"Male","High School","Excellent","No"
4146,40,"Male","Graduate Degree","Excellent","Yes"
4147,63,"Male","Bachelor's Degree","Okay","No"
4148,22,"Non-binary","Associate Degree","Excellent","No"
4149,18,"Female","Bachelor's Degree","Excellent","Yes"
4150,36,"Male","Graduate Degree","Terrible","No"
4151,18,"Non-binary","Associate Degree","Excellent","Yes"
4152,79,"Non-binary","Bachelor's Degree","Okay","No"
4153,52,"Non-binary","Graduate Degree","Okay","Yes"
4154,22,"Male","Graduate Degree","Bad","No"
4155,80,"Non-binary","Associate Degree","Good","Yes"
4156,32,"Non-binary","Graduate Degree","Okay","No"
4157,41,"Male","Bachelor's Degree","Okay","Yes"
4158,37,"Male","Graduate Degree","Good","Yes"
4159,41,"Female","Associate Degree","Terrible","No"
4160,50,"Non-binary","Associate Degree","Okay","No"
4161,18,"Male","Bachelor's Degree","Okay","No"
4162,47,"Non-binary","Graduate Degree","Okay","Yes"
4163,18,"Male","Graduate Degree","Okay","Yes"
4164,30,"Male","High School","Bad","Yes"
4165,39,"Female","Bachelor's Degree","Bad","Yes"
4166,18,"Female","Graduate Degree","Okay","No"
4167,40,"Female","Graduate Degree","Excellent","Yes"
4168,58,"Non-binary","Associate Degree","Bad","Yes"
4169,48,"Female","Bachelor's Degree","Bad","Yes"
4170,25,"Male","Bachelor's Degree","Good","Yes"
4171,54,"Non-binary","Bachelor's Degree","Okay","Yes"
4172,32,"Male","Graduate Degree","Terrible","No"
4173,69,"Male","Graduate Degree","Terrible","No"
4174,42,"Female","High School","Okay","Yes"
4175,37,"Female","Associate Degree","Bad","No"
4176,60,"Male","Bachelor's Degree","Okay","Yes"
4177,47,"Male","Bachelor's Degree","Terrible","Yes"
4178,28,"Female","Graduate Degree","Bad","Yes"
4179,66,"Non-binary","Bachelor's Degree","Good","No"
4180,18,"Non-binary","Bachelor's Degree","Okay","No"
4181,22,"Male","High School","Okay","No"
4182,30,"Female","High School","Okay","No"
4183,45,"Female","Bachelor's Degree","Okay","No"
4184,39,"Male","Graduate Degree","Good","No"
4185,47,"Female","Bachelor's Degree","Okay","Yes"
4186,54,"Male","Associate Degree","Bad","No"
4187,34,"Male","Bachelor's Degree","Excellent","No"
4188,80,"Non-binary","Bachelor's Degree","Okay","Yes"
4189,18,"Non-binary","Bachelor's Degree","Excellent","No"
4190,18,"Non-binary","Associate Degree","Good","Yes"
4191,55,"Female","Bachelor's Degree","Terrible","Yes"
4192,43,"Male","Associate Degree","Bad","Yes"
4193,45,"Non-binary","Associate Degree","Terrible","Yes"
4194,49,"Non-binary","Graduate Degree","Bad","No"
4195,30,"Non-binary","High School","Bad","Yes"
4196,28,"Non-binary","Bachelor's Degree","Terrible","No"
4197,40,"Non-binary","Graduate Degree","Okay","No"
4198,32,"Male","Graduate Degree","Excellent","Yes"
4199,48,"Female","High School","Okay","No"
4200,18,"Male","Associate Degree","Okay","Yes"
4201,18,"Male","High School","Good","No"
4202,61,"Female","Graduate Degree","Terrible","Yes"
4203,18,"Female","Associate Degree","Good","Yes"
4204,18,"Non-binary","Associate Degree","Okay","Yes"
4205,47,"Female","Associate Degree","Good","Yes"
4206,41,"Male","Bachelor's Degree","Excellent","Yes"
4207,37,"Male","Graduate Degree","Excellent","No"
4208,56,"Non-binary","High School","Okay","No"
4209,29,"Male","Associate Degree","Excellent","Yes"
4210,52,"Male","Graduate Degree","Good","Yes"
4211,21,"Male","Associate Degree","Okay","Yes"
4212,77,"Non-binary","Bachelor's Degree","Terrible","No"
4213,64,"Female","Bachelor's Degree","Bad","Yes"
4214,61,"Male","Associate Degree","Excellent","Yes"
4215,53,"Female","Bachelor's Degree","Bad","No"
4216,66,"Non-binary","Graduate Degree","Good","Yes"
4217,52,"Non-binary","Bachelor's Degree","Bad","No"
4218,53,"Male","Associate Degree","Excellent","No"
4219,18,"Non-binary","High School","Bad","Yes"
4220,28,"Female","Associate Degree","Okay","No"
4221,60,"Male","High School","Bad","No"
4222,37,"Male","High School","Bad","No"
4223,41,"Non-binary","High School","Good","Yes"
4224,50,"Non-binary","Associate Degree","Terrible","Yes"
4225,38,"Non-binary","Graduate Degree","Okay","No"
4226,26,"Male","High School","Excellent","Yes"
4227,18,"Male","Associate Degree","Okay","Yes"
4228,18,"Female","Bachelor's Degree","Okay","No"
4229,36,"Female","Associate Degree","Excellent","Yes"
4230,50,"Male","Bachelor's Degree","Okay","Yes"
4231,28,"Non-binary","Bachelor's Degree","Excellent","Yes"
4232,51,"Male","Graduate Degree","Terrible","No"
4233,56,"Non-binary","Graduate Degree","Okay","No"
4234,48,"Female","High School","Okay","No"
4235,18,"Female","Associate Degree","Good","No"
4236,36,"Male","High School","Okay","No"
4237,45,"Male","Graduate Degree","Okay","No"
4238,42,"Male","Associate Degree","Okay","Yes"
4239,53,"Female","Associate Degree","Excellent","Yes"
4240,36,"Female","Bachelor's Degree","Okay","Yes"
4241,52,"Female","Graduate Degree","Terrible","Yes"
4242,25,"Female","Associate Degree","Terrible","No"
4243,53,"Male","Associate Degree","Okay","No"
4244,39,"Male","Associate Degree","Terrible","No"
4245,36,"Female","Bachelor's Degree","Okay","No"
4246,80,"Female","High School","Okay","Yes"
4247,27,"Female","Bachelor's Degree","Excellent","Yes"
4248,80,"Male","Associate Degree","Terrible","Yes"
4249,50,"Female","Bachelor's Degree","Terrible","Yes"
4250,44,"Male","Associate Degree","Good","No"
4251,50,"Male","Associate Degree","Excellent","No"
4252,18,"Female","Graduate Degree","Excellent","Yes"
4253,77,"Male","Graduate Degree","Okay","Yes"
4254,80,"Non-binary","Graduate Degree","Good","No"
4255,38,"Non-binary","Associate Degree","Terrible","Yes"
4256,21,"Female","Graduate Degree","Good","No"
4257,18,"Non-binary","Graduate Degree","Bad","Yes"
4258,27,"Male","Associate Degree","Okay","No"
4259,26,"Female","Bachelor's Degree","Good","No"
4260,47,"Non-binary","Graduate Degree","Excellent","No"
4261,32,"Female","Graduate Degree","Excellent","No"
4262,18,"Female","Associate Degree","Good","No"
4263,19,"Female","Bachelor's Degree","Good","Yes"
4264,32,"Female","Associate Degree","Okay","Yes"
4265,58,"Female","Associate Degree","Terrible","No"
4266,26,"Non-binary","Bachelor's Degree","Terrible","Yes"
4267,18,"Male","Bachelor's Degree","Good","No"
4268,66,"Male","High School","Bad","No"
4269,59,"Female","Bachelor's Degree","Good","Yes"
4270,18,"Non-binary","Graduate Degree","Excellent","No"
4271,43,"Male","Associate Degree","Okay","Yes"
4272,18,"Male","Bachelor's Degree","Bad","No"
4273,57,"Female","Graduate Degree","Bad","Yes"
4274,18,"Non-binary","Associate Degree","Excellent","No"
4275,24,"Non-binary","Bachelor's Degree","Bad","Yes"
4276,55,"Female","Bachelor's Degree","Excellent","Yes"
4277,18,"Male","High School","Good","No"
4278,49,"Male","Bachelor's Degree","Okay","No"
4279,54,"Male","Associate Degree","Good","No"
4280,26,"Female","Associate Degree","Bad","Yes"
4281,46,"Male","Associate Degree","Okay","No"
4282,53,"Non-binary","Associate Degree","Terrible","No"
4283,29,"Female","Associate Degree","Okay","No"
4284,44,"Female","Bachelor's Degree","Terrible","Yes"
4285,18,"Male","Associate Degree","Excellent","No"
4286,46,"Male","Associate Degree","Okay","No"
4287,22,"Non-binary","Associate Degree","Excellent","Yes"
4288,42,"Male","Graduate Degree","Okay","Yes"
4289,33,"Male","Associate Degree","Okay","Yes"
4290,22,"Female","High School","Good","Yes"
4291,76,"Male","Graduate Degree","Okay","Yes"
4292,44,"Male","Associate Degree","Okay","No"
4293,70,"Male","Associate Degree","Good","Yes"
4294,37,"Female","High School","Okay","Yes"
4295,23,"Male","Bachelor's Degree","Good","Yes"
4296,31,"Male","Bachelor's Degree","Okay","Yes"
4297,42,"Female","High School","Terrible","Yes"
4298,80,"Non-binary","High School","Good","Yes"
4299,34,"Female","High School","Excellent","No"
4300,64,"Non-binary","Graduate Degree","Terrible","No"
4301,32,"Female","Associate Degree","Good","Yes"
4302,60,"Female","High School","Terrible","Yes"
4303,21,"Non-binary","Graduate Degree","Bad","No"
4304,55,"Non-binary","Associate Degree","Good","Yes"
4305,42,"Male","Bachelor's Degree","Terrible","No"
4306,21,"Non-binary","Associate Degree","Okay","Yes"
4307,60,"Male","Associate Degree","Okay","Yes"
4308,36,"Male","Associate Degree","Good","Yes"
4309,23,"Male","Bachelor's Degree","Terrible","No"
4310,18,"Female","Bachelor's Degree","Terrible","Yes"
4311,80,"Female","High School","Okay","Yes"
4312,72,"Female","Graduate Degree","Bad","No"
4313,40,"Female","Graduate Degree","Bad","No"
4314,75,"Female","Bachelor's Degree","Bad","Yes"
4315,47,"Female","Bachelor's Degree","Bad","Yes"
4316,19,"Male","Bachelor's Degree","Good","No"
4317,50,"Male","High School","Good","Yes"
4318,33,"Male","Graduate Degree","Okay","No"
4319,58,"Non-binary","Graduate Degree","Excellent","No"
4320,33,"Male","Graduate Degree","Good","No"
4321,64,"Male","Associate Degree","Okay","No"
4322,58,"Male","Associate Degree","Good","Yes"
4323,35,"Male","Bachelor's Degree","Bad","Yes"
4324,53,"Female","Graduate Degree","Okay","Yes"
4325,18,"Female","Graduate Degree","Terrible","Yes"
4326,27,"Female","Bachelor's Degree","Excellent","Yes"
4327,50,"Male","High School","Bad","Yes"
4328,23,"Male","Graduate Degree","Excellent","No"
4329,18,"Female","High School","Excellent","No"
4330,34,"Non-binary","Associate Degree","Okay","No"
4331,34,"Non-binary","Bachelor's Degree","Bad","No"
4332,28,"Female","Graduate Degree","Okay","Yes"
4333,18,"Male","Graduate Degree","Terrible","No"
4334,49,"Male","High School","Terrible","Yes"
4335,61,"Female","Associate Degree","Okay","No"
4336,49,"Female","Graduate Degree","Bad","No"
4337,53,"Female","High School","Okay","No"
4338,64,"Non-binary","Associate Degree","Good","No"
4339,44,"Female","High School","Okay","No"
4340,57,"Female","High School","Okay","Yes"
4341,39,"Male","Associate Degree","Good","Yes"
4342,18,"Non-binary","Bachelor's Degree","Bad","No"
4343,37,"Non-binary","High School","Okay","No"
4344,37,"Female","High School","Okay","Yes"
4345,80,"Male","Bachelor's Degree","Excellent","Yes"
4346,27,"Female","High School","Good","No"
4347,53,"Female","Graduate Degree","Bad","Yes"
4348,35,"Female","Graduate Degree","Bad","Yes"
4349,26,"Non-binary","Associate Degree","Bad","No"
4350,36,"Non-binary","Associate Degree","Terrible","No"
4351,66,"Male","Graduate Degree","Excellent","No"
4352,40,"Non-binary","High School","Okay","Yes"
4353,18,"Non-binary","Bachelor's Degree","Okay","Yes"
4354,57,"Female","Graduate Degree","Bad","Yes"
4355,46,"Female","Bachelor's Degree","Okay","Yes"
4356,47,"Female","Bachelor's Degree","Okay","Yes"
4357,45,"Female","Bachelor's Degree","Good","Yes"
4358,46,"Non-binary","Graduate Degree","Good","No"
4359,34,"Male","Bachelor's Degree","Bad","Yes"
